[2025-05-12 14:37:12,134][__main__][INFO] - Starting training...
[2025-05-12 14:37:12,134][__main__][INFO] - Original Hydra directory: /fs/cml-scratch/amishab/equibot
[2025-05-12 14:37:12,134][__main__][INFO] - Target output directory: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 14:37:12,134][__main__][INFO] - Changed working directory to: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 14:37:12,135][__main__][WARNING] - Hydra config directory not found at /fs/cml-scratch/amishab/equibot/.hydra
[2025-05-12 14:37:14,913][__main__][INFO] - Successfully initialized wandb
[2025-05-12 14:37:35,169][__main__][INFO] - Initialized dataloader with 1787 samples
[2025-05-12 15:01:11,041][__main__][INFO] - Starting training...
[2025-05-12 15:01:11,042][__main__][INFO] - Original Hydra directory: /fs/cml-scratch/amishab/equibot
[2025-05-12 15:01:11,042][__main__][INFO] - Target output directory: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 15:01:11,042][__main__][INFO] - Changed working directory to: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 15:01:11,042][__main__][WARNING] - Hydra config directory not found at /fs/cml-scratch/amishab/equibot/.hydra
[2025-05-12 15:01:13,955][__main__][INFO] - Successfully initialized wandb
[2025-05-12 15:01:27,546][__main__][INFO] - Initialized dataloader with 1787 samples
[2025-05-12 15:02:06,315][__main__][INFO] - Initialized evaluation environment
[2025-05-12 15:02:19,338][__main__][INFO] - Starting training from scratch
[2025-05-12 15:02:29,342][__main__][INFO] - Epoch 0, Batch 0, Metrics: {'loss': tensor(1.1317, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.214212, 'mean_pred_noise_norm': 4.876837}
[2025-05-12 15:03:31,651][__main__][INFO] - Epoch 8, Batch 11, Metrics: {'loss': tensor(0.2275, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.962978, 'mean_pred_noise_norm': 11.893839}
[2025-05-12 15:03:31,780][__main__][INFO] - Epoch 8, Batch 12, Metrics: {'loss': tensor(0.1977, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.867301, 'mean_pred_noise_norm': 12.136635}
[2025-05-12 15:03:31,902][__main__][INFO] - Epoch 8, Batch 13, Metrics: {'loss': tensor(0.2003, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.94647, 'mean_pred_noise_norm': 12.231588}
[2025-05-12 15:03:32,031][__main__][INFO] - Epoch 8, Batch 14, Metrics: {'loss': tensor(0.2162, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.069925, 'mean_pred_noise_norm': 12.147137}
[2025-05-12 15:03:32,160][__main__][INFO] - Epoch 8, Batch 15, Metrics: {'loss': tensor(0.2263, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.852772, 'mean_pred_noise_norm': 12.021961}
[2025-05-12 15:03:32,293][__main__][INFO] - Epoch 8, Batch 16, Metrics: {'loss': tensor(0.2159, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.923592, 'mean_pred_noise_norm': 11.96621}
[2025-05-12 15:03:32,422][__main__][INFO] - Epoch 8, Batch 17, Metrics: {'loss': tensor(0.2095, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.8165655, 'mean_pred_noise_norm': 12.049526}
[2025-05-12 15:03:32,551][__main__][INFO] - Epoch 8, Batch 18, Metrics: {'loss': tensor(0.2393, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.949442, 'mean_pred_noise_norm': 11.886705}
[2025-05-12 15:03:32,680][__main__][INFO] - Epoch 8, Batch 19, Metrics: {'loss': tensor(0.2241, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.941372, 'mean_pred_noise_norm': 12.016256}
[2025-05-12 15:03:32,809][__main__][INFO] - Epoch 8, Batch 20, Metrics: {'loss': tensor(0.2058, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.900145, 'mean_pred_noise_norm': 12.062114}
[2025-05-12 15:03:32,932][__main__][INFO] - Epoch 8, Batch 21, Metrics: {'loss': tensor(0.1981, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.868825, 'mean_pred_noise_norm': 12.276163}
[2025-05-12 15:03:33,061][__main__][INFO] - Epoch 8, Batch 22, Metrics: {'loss': tensor(0.1978, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.917741, 'mean_pred_noise_norm': 12.241195}
[2025-05-12 15:03:33,182][__main__][INFO] - Epoch 8, Batch 23, Metrics: {'loss': tensor(0.2158, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.778978, 'mean_pred_noise_norm': 12.134701}
[2025-05-12 15:03:33,311][__main__][INFO] - Epoch 8, Batch 24, Metrics: {'loss': tensor(0.2007, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.084017, 'mean_pred_noise_norm': 12.300943}
[2025-05-12 15:03:33,440][__main__][INFO] - Epoch 8, Batch 25, Metrics: {'loss': tensor(0.2304, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.954023, 'mean_pred_noise_norm': 11.923167}
[2025-05-12 15:03:33,569][__main__][INFO] - Epoch 8, Batch 26, Metrics: {'loss': tensor(0.2196, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.6548195, 'mean_pred_noise_norm': 11.971758}
[2025-05-12 15:03:33,698][__main__][INFO] - Epoch 8, Batch 27, Metrics: {'loss': tensor(0.2283, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.867331, 'mean_pred_noise_norm': 12.02923}
[2025-05-12 15:03:33,827][__main__][INFO] - Epoch 8, Batch 28, Metrics: {'loss': tensor(0.2214, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.870468, 'mean_pred_noise_norm': 12.044069}
[2025-05-12 15:03:33,951][__main__][INFO] - Epoch 8, Batch 29, Metrics: {'loss': tensor(0.2671, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.881819, 'mean_pred_noise_norm': 12.010994}
[2025-05-12 15:03:34,080][__main__][INFO] - Epoch 8, Batch 30, Metrics: {'loss': tensor(0.2146, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.794451, 'mean_pred_noise_norm': 12.020842}
[2025-05-12 15:03:34,209][__main__][INFO] - Epoch 8, Batch 31, Metrics: {'loss': tensor(0.2726, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.962637, 'mean_pred_noise_norm': 11.681015}
[2025-05-12 15:03:34,330][__main__][INFO] - Epoch 8, Batch 32, Metrics: {'loss': tensor(0.2232, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.262299, 'mean_pred_noise_norm': 12.293201}
[2025-05-12 15:03:34,459][__main__][INFO] - Epoch 8, Batch 33, Metrics: {'loss': tensor(0.1819, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.89834, 'mean_pred_noise_norm': 12.454343}
[2025-05-12 15:03:34,588][__main__][INFO] - Epoch 8, Batch 34, Metrics: {'loss': tensor(0.2178, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.898275, 'mean_pred_noise_norm': 12.213653}
[2025-05-12 15:03:34,711][__main__][INFO] - Epoch 8, Batch 35, Metrics: {'loss': tensor(0.2554, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.8855915, 'mean_pred_noise_norm': 11.928167}
[2025-05-12 15:03:34,840][__main__][INFO] - Epoch 8, Batch 36, Metrics: {'loss': tensor(0.2024, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.904612, 'mean_pred_noise_norm': 12.272547}
[2025-05-12 15:03:34,969][__main__][INFO] - Epoch 8, Batch 37, Metrics: {'loss': tensor(0.1889, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.830841, 'mean_pred_noise_norm': 12.540379}
[2025-05-12 15:03:35,098][__main__][INFO] - Epoch 8, Batch 38, Metrics: {'loss': tensor(0.2711, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.141045, 'mean_pred_noise_norm': 12.114079}
[2025-05-12 15:03:35,209][__main__][INFO] - Epoch 8, Batch 39, Metrics: {'loss': tensor(0.2105, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.78014, 'mean_pred_noise_norm': 12.192881}
[2025-05-12 15:03:35,319][__main__][INFO] - Epoch 8, Batch 40, Metrics: {'loss': tensor(0.2064, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.87252, 'mean_pred_noise_norm': 12.390282}
[2025-05-12 15:03:35,430][__main__][INFO] - Epoch 8, Batch 41, Metrics: {'loss': tensor(0.2288, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.761513, 'mean_pred_noise_norm': 12.054745}
[2025-05-12 15:03:35,541][__main__][INFO] - Epoch 8, Batch 42, Metrics: {'loss': tensor(0.1629, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.892252, 'mean_pred_noise_norm': 12.6702}
[2025-05-12 15:03:35,651][__main__][INFO] - Epoch 8, Batch 43, Metrics: {'loss': tensor(0.2293, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.807736, 'mean_pred_noise_norm': 12.143589}
[2025-05-12 15:03:35,762][__main__][INFO] - Epoch 8, Batch 44, Metrics: {'loss': tensor(0.2287, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.024041, 'mean_pred_noise_norm': 12.318116}
[2025-05-12 15:03:35,873][__main__][INFO] - Epoch 8, Batch 45, Metrics: {'loss': tensor(0.2042, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.096778, 'mean_pred_noise_norm': 12.396392}
[2025-05-12 15:03:35,983][__main__][INFO] - Epoch 8, Batch 46, Metrics: {'loss': tensor(0.1868, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.990997, 'mean_pred_noise_norm': 12.401135}
[2025-05-12 15:03:36,094][__main__][INFO] - Epoch 8, Batch 47, Metrics: {'loss': tensor(0.2313, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.05977, 'mean_pred_noise_norm': 12.235319}
[2025-05-12 15:03:36,205][__main__][INFO] - Epoch 8, Batch 48, Metrics: {'loss': tensor(0.2006, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.84156, 'mean_pred_noise_norm': 12.384568}
[2025-05-12 15:03:36,316][__main__][INFO] - Epoch 8, Batch 49, Metrics: {'loss': tensor(0.1956, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.877245, 'mean_pred_noise_norm': 12.439304}
[2025-05-12 15:03:36,426][__main__][INFO] - Epoch 8, Batch 50, Metrics: {'loss': tensor(0.2322, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.004505, 'mean_pred_noise_norm': 12.123453}
[2025-05-12 15:03:36,537][__main__][INFO] - Epoch 8, Batch 51, Metrics: {'loss': tensor(0.1998, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.205021, 'mean_pred_noise_norm': 12.432417}
[2025-05-12 15:03:36,648][__main__][INFO] - Epoch 8, Batch 52, Metrics: {'loss': tensor(0.1974, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.867838, 'mean_pred_noise_norm': 12.469839}
[2025-05-12 15:03:36,759][__main__][INFO] - Epoch 8, Batch 53, Metrics: {'loss': tensor(0.1988, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.86224, 'mean_pred_noise_norm': 12.462432}
[2025-05-12 15:03:36,869][__main__][INFO] - Epoch 8, Batch 54, Metrics: {'loss': tensor(0.1913, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.958474, 'mean_pred_noise_norm': 12.546031}
[2025-05-12 15:03:37,486][__main__][INFO] - Epoch 9, Batch 0, Metrics: {'loss': tensor(0.2030, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.106237, 'mean_pred_noise_norm': 12.437229}
[2025-05-12 15:03:37,622][__main__][INFO] - Epoch 9, Batch 1, Metrics: {'loss': tensor(0.1864, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.691968, 'mean_pred_noise_norm': 12.543314}
[2025-05-12 15:03:37,752][__main__][INFO] - Epoch 9, Batch 2, Metrics: {'loss': tensor(0.2144, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.896898, 'mean_pred_noise_norm': 12.370724}
[2025-05-12 15:03:37,881][__main__][INFO] - Epoch 9, Batch 3, Metrics: {'loss': tensor(0.2539, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.839497, 'mean_pred_noise_norm': 11.966704}
[2025-05-12 15:03:38,011][__main__][INFO] - Epoch 9, Batch 4, Metrics: {'loss': tensor(0.2055, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.8443, 'mean_pred_noise_norm': 12.188074}
[2025-05-12 15:03:38,140][__main__][INFO] - Epoch 9, Batch 5, Metrics: {'loss': tensor(0.2133, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.996271, 'mean_pred_noise_norm': 12.257567}
[2025-05-12 15:03:38,269][__main__][INFO] - Epoch 9, Batch 6, Metrics: {'loss': tensor(0.1906, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.161251, 'mean_pred_noise_norm': 12.538944}
[2025-05-12 15:03:38,398][__main__][INFO] - Epoch 9, Batch 7, Metrics: {'loss': tensor(0.1967, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.857151, 'mean_pred_noise_norm': 12.385337}
[2025-05-12 15:03:38,528][__main__][INFO] - Epoch 9, Batch 8, Metrics: {'loss': tensor(0.1870, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.158685, 'mean_pred_noise_norm': 12.399351}
[2025-05-12 15:03:38,651][__main__][INFO] - Epoch 9, Batch 9, Metrics: {'loss': tensor(0.2184, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.772796, 'mean_pred_noise_norm': 12.164517}
[2025-05-12 15:03:38,782][__main__][INFO] - Epoch 9, Batch 10, Metrics: {'loss': tensor(0.1802, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.921218, 'mean_pred_noise_norm': 12.45724}
[2025-05-12 15:03:38,911][__main__][INFO] - Epoch 9, Batch 11, Metrics: {'loss': tensor(0.1878, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.946093, 'mean_pred_noise_norm': 12.545511}
[2025-05-12 15:03:39,035][__main__][INFO] - Epoch 9, Batch 12, Metrics: {'loss': tensor(0.2223, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.998392, 'mean_pred_noise_norm': 12.324375}
[2025-05-12 15:03:39,164][__main__][INFO] - Epoch 9, Batch 13, Metrics: {'loss': tensor(0.2108, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.926356, 'mean_pred_noise_norm': 12.316814}
[2025-05-12 15:03:39,294][__main__][INFO] - Epoch 9, Batch 14, Metrics: {'loss': tensor(0.1609, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.854068, 'mean_pred_noise_norm': 12.740951}
[2025-05-12 15:03:39,417][__main__][INFO] - Epoch 9, Batch 15, Metrics: {'loss': tensor(0.1657, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.849106, 'mean_pred_noise_norm': 12.805667}
[2025-05-12 15:03:39,546][__main__][INFO] - Epoch 9, Batch 16, Metrics: {'loss': tensor(0.2464, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.134122, 'mean_pred_noise_norm': 12.06838}
[2025-05-12 15:03:39,676][__main__][INFO] - Epoch 9, Batch 17, Metrics: {'loss': tensor(0.1541, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.016497, 'mean_pred_noise_norm': 12.909266}
[2025-05-12 15:03:39,805][__main__][INFO] - Epoch 9, Batch 18, Metrics: {'loss': tensor(0.2186, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.059259, 'mean_pred_noise_norm': 12.369186}
[2025-05-12 15:03:39,934][__main__][INFO] - Epoch 9, Batch 19, Metrics: {'loss': tensor(0.1755, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.929182, 'mean_pred_noise_norm': 12.716957}
[2025-05-12 15:03:40,064][__main__][INFO] - Epoch 9, Batch 20, Metrics: {'loss': tensor(0.1569, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.747256, 'mean_pred_noise_norm': 12.82736}
[2025-05-12 15:03:40,193][__main__][INFO] - Epoch 9, Batch 21, Metrics: {'loss': tensor(0.1879, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.105066, 'mean_pred_noise_norm': 12.607658}
[2025-05-12 15:03:40,322][__main__][INFO] - Epoch 9, Batch 22, Metrics: {'loss': tensor(0.2157, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.960073, 'mean_pred_noise_norm': 12.467719}
[2025-05-12 15:03:40,451][__main__][INFO] - Epoch 9, Batch 23, Metrics: {'loss': tensor(0.2177, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.069041, 'mean_pred_noise_norm': 12.534177}
[2025-05-12 15:03:40,580][__main__][INFO] - Epoch 9, Batch 24, Metrics: {'loss': tensor(0.1922, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.935051, 'mean_pred_noise_norm': 12.812793}
[2025-05-12 15:03:40,703][__main__][INFO] - Epoch 9, Batch 25, Metrics: {'loss': tensor(0.1573, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.851177, 'mean_pred_noise_norm': 12.93215}
[2025-05-12 15:03:40,814][__main__][INFO] - Epoch 9, Batch 26, Metrics: {'loss': tensor(0.2047, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.181916, 'mean_pred_noise_norm': 12.6137495}
[2025-05-12 15:03:40,944][__main__][INFO] - Epoch 9, Batch 27, Metrics: {'loss': tensor(0.1842, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.952909, 'mean_pred_noise_norm': 12.585087}
[2025-05-12 15:03:41,073][__main__][INFO] - Epoch 9, Batch 28, Metrics: {'loss': tensor(0.1931, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.256842, 'mean_pred_noise_norm': 12.58927}
[2025-05-12 15:03:41,195][__main__][INFO] - Epoch 9, Batch 29, Metrics: {'loss': tensor(0.1791, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.991391, 'mean_pred_noise_norm': 12.587731}
[2025-05-12 15:03:41,324][__main__][INFO] - Epoch 9, Batch 30, Metrics: {'loss': tensor(0.1733, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.940746, 'mean_pred_noise_norm': 12.783109}
[2025-05-12 15:03:41,453][__main__][INFO] - Epoch 9, Batch 31, Metrics: {'loss': tensor(0.1720, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.977973, 'mean_pred_noise_norm': 12.792063}
[2025-05-12 15:03:41,582][__main__][INFO] - Epoch 9, Batch 32, Metrics: {'loss': tensor(0.1719, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.880178, 'mean_pred_noise_norm': 12.617987}
[2025-05-12 15:03:41,711][__main__][INFO] - Epoch 9, Batch 33, Metrics: {'loss': tensor(0.1561, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.829033, 'mean_pred_noise_norm': 12.89382}
[2025-05-12 15:03:41,840][__main__][INFO] - Epoch 9, Batch 34, Metrics: {'loss': tensor(0.2038, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.839508, 'mean_pred_noise_norm': 12.726733}
[2025-05-12 15:03:41,969][__main__][INFO] - Epoch 9, Batch 35, Metrics: {'loss': tensor(0.1654, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.974356, 'mean_pred_noise_norm': 12.795213}
[2025-05-12 15:03:42,098][__main__][INFO] - Epoch 9, Batch 36, Metrics: {'loss': tensor(0.2012, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.795338, 'mean_pred_noise_norm': 12.54236}
[2025-05-12 15:03:42,227][__main__][INFO] - Epoch 9, Batch 37, Metrics: {'loss': tensor(0.2160, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.917931, 'mean_pred_noise_norm': 12.407766}
[2025-05-12 15:03:42,356][__main__][INFO] - Epoch 9, Batch 38, Metrics: {'loss': tensor(0.1648, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.890089, 'mean_pred_noise_norm': 12.950043}
[2025-05-12 15:03:42,467][__main__][INFO] - Epoch 9, Batch 39, Metrics: {'loss': tensor(0.2067, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.752994, 'mean_pred_noise_norm': 12.467449}
[2025-05-12 15:03:42,577][__main__][INFO] - Epoch 9, Batch 40, Metrics: {'loss': tensor(0.1902, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.031366, 'mean_pred_noise_norm': 12.858057}
[2025-05-12 15:03:42,688][__main__][INFO] - Epoch 9, Batch 41, Metrics: {'loss': tensor(0.1599, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.966164, 'mean_pred_noise_norm': 12.986479}
[2025-05-12 15:03:42,799][__main__][INFO] - Epoch 9, Batch 42, Metrics: {'loss': tensor(0.1397, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.806395, 'mean_pred_noise_norm': 13.138212}
[2025-05-12 15:03:42,909][__main__][INFO] - Epoch 9, Batch 43, Metrics: {'loss': tensor(0.1666, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.8379, 'mean_pred_noise_norm': 12.890921}
[2025-05-12 15:03:43,020][__main__][INFO] - Epoch 9, Batch 44, Metrics: {'loss': tensor(0.1668, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.877926, 'mean_pred_noise_norm': 12.993445}
[2025-05-12 15:03:43,131][__main__][INFO] - Epoch 9, Batch 45, Metrics: {'loss': tensor(0.1920, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.793259, 'mean_pred_noise_norm': 12.39323}
[2025-05-12 15:03:43,242][__main__][INFO] - Epoch 9, Batch 46, Metrics: {'loss': tensor(0.1940, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.998587, 'mean_pred_noise_norm': 12.666332}
[2025-05-12 15:03:43,352][__main__][INFO] - Epoch 9, Batch 47, Metrics: {'loss': tensor(0.2266, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.877418, 'mean_pred_noise_norm': 12.274708}
[2025-05-12 15:03:43,463][__main__][INFO] - Epoch 9, Batch 48, Metrics: {'loss': tensor(0.1719, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.873146, 'mean_pred_noise_norm': 12.789943}
[2025-05-12 15:03:43,574][__main__][INFO] - Epoch 9, Batch 49, Metrics: {'loss': tensor(0.1695, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.843096, 'mean_pred_noise_norm': 12.926603}
[2025-05-12 15:03:43,685][__main__][INFO] - Epoch 9, Batch 50, Metrics: {'loss': tensor(0.1672, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.013626, 'mean_pred_noise_norm': 12.847839}
[2025-05-12 15:03:43,797][__main__][INFO] - Epoch 9, Batch 51, Metrics: {'loss': tensor(0.1547, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.747557, 'mean_pred_noise_norm': 12.9119}
[2025-05-12 15:03:43,908][__main__][INFO] - Epoch 9, Batch 52, Metrics: {'loss': tensor(0.1581, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.145849, 'mean_pred_noise_norm': 13.020506}
[2025-05-12 15:03:44,019][__main__][INFO] - Epoch 9, Batch 53, Metrics: {'loss': tensor(0.1586, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.8450775, 'mean_pred_noise_norm': 12.94988}
[2025-05-12 15:03:44,130][__main__][INFO] - Epoch 9, Batch 54, Metrics: {'loss': tensor(0.1805, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.8786125, 'mean_pred_noise_norm': 12.747862}
[2025-05-12 15:03:44,764][__main__][INFO] - Epoch 10, Batch 0, Metrics: {'loss': tensor(0.1845, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.800168, 'mean_pred_noise_norm': 12.731621}
[2025-05-12 15:03:44,894][__main__][INFO] - Epoch 10, Batch 1, Metrics: {'loss': tensor(0.1411, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.946827, 'mean_pred_noise_norm': 12.969632}
[2025-05-12 15:03:45,024][__main__][INFO] - Epoch 10, Batch 2, Metrics: {'loss': tensor(0.1403, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.996876, 'mean_pred_noise_norm': 13.067734}
[2025-05-12 15:03:45,147][__main__][INFO] - Epoch 10, Batch 3, Metrics: {'loss': tensor(0.1640, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.940617, 'mean_pred_noise_norm': 12.9802265}
[2025-05-12 15:03:45,268][__main__][INFO] - Epoch 10, Batch 4, Metrics: {'loss': tensor(0.1431, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.827871, 'mean_pred_noise_norm': 13.0168085}
[2025-05-12 15:03:45,397][__main__][INFO] - Epoch 10, Batch 5, Metrics: {'loss': tensor(0.1651, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.959736, 'mean_pred_noise_norm': 12.691673}
[2025-05-12 15:03:45,527][__main__][INFO] - Epoch 10, Batch 6, Metrics: {'loss': tensor(0.1672, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.072441, 'mean_pred_noise_norm': 12.848934}
